objective,graph
3.056,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 O v 9 N v 10 C v 11 C v 12 N v 13 C v 14 N v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 O v 23 C v 24 C v 25 C v 26 C v 27 O v 28 C v 29 O v 30 C v 31 C v 32 C v 33 O v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 2 3 : e 2 32 : e 3 4 : e 3 37 - e 4 5 - e 4 30 : e 5 6 - e 5 21 - e 5 38 - e 6 7 - e 6 39 - e 6 40 - e 7 8 = e 7 9 - e 9 10 - e 9 41 - e 10 11 - e 10 42 - e 10 43 - e 11 12 - e 11 44 - e 11 45 - e 12 13 - e 12 20 - e 12 46 - e 13 14 - e 13 47 - e 14 15 - e 15 16 : e 15 20 : e 16 17 : e 16 48 - e 17 18 : e 17 49 - e 18 19 : e 18 50 - e 19 20 : e 19 51 - e 21 22 - e 21 28 - e 22 23 - e 23 24 - e 23 25 - e 24 52 - e 24 53 - e 24 54 - e 25 26 - e 25 55 - e 26 27 = e 26 28 - e 28 29 - e 29 56 - e 30 31 : e 30 57 - e 31 32 : e 31 58 - e 32 33 - e 33 59 -
3.036,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 N v 9 C v 10 O v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 O v 19 N v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 O v 27 C v 28 C v 29 O v 30 C v 31 C v 32 O v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 2 3 : e 2 31 : e 3 4 : e 3 37 - e 4 5 : e 4 38 - e 5 6 - e 5 30 : e 6 7 = e 6 39 - e 7 8 - e 7 17 - e 8 9 - e 8 40 - e 9 10 = e 9 11 - e 11 12 : e 11 16 : e 12 13 : e 12 41 - e 13 14 : e 13 42 - e 14 15 : e 14 43 - e 15 16 : e 15 44 - e 16 45 - e 17 18 = e 17 19 - e 19 20 - e 19 46 - e 20 21 = e 21 22 - e 21 47 - e 22 23 : e 22 28 : e 23 24 : e 23 48 - e 24 25 : e 24 49 - e 25 26 - e 25 27 : e 26 50 - e 27 28 : e 27 51 - e 28 29 - e 29 52 - e 30 31 : e 30 53 - e 31 32 - e 32 33 - e 33 54 - e 33 55 - e 33 56 -
3.145,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 O v 9 N v 10 C v 11 S v 12 N v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 O v 22 C v 23 C v 24 I v 25 C v 26 O v 27 H v 28 H v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H e 0 1 - e 0 27 - e 0 28 - e 0 29 - e 1 2 - e 2 3 : e 2 25 : e 3 4 : e 3 30 - e 4 5 - e 4 22 : e 5 6 = e 5 31 - e 6 7 - e 6 20 - e 7 8 = e 7 9 - e 9 10 - e 9 32 - e 10 11 = e 10 12 - e 12 13 - e 12 20 - e 13 14 : e 13 18 : e 14 15 : e 14 33 - e 15 16 : e 15 34 - e 16 17 : e 16 35 - e 17 18 : e 17 36 - e 18 19 - e 19 37 - e 19 38 - e 19 39 - e 20 21 = e 22 23 : e 22 40 - e 23 24 - e 23 25 : e 25 26 - e 26 41 -
3.332,v 0 C v 1 C v 2 C v 3 C v 4 N v 5 N v 6 N v 7 N v 8 C v 9 C v 10 O v 11 C v 12 N v 13 C v 14 C v 15 C v 16 C v 17 C v 18 O v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 O v 29 C v 30 C v 31 C v 32 C v 33 N v 34 C v 35 O v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H e 0 1 - e 0 36 - e 0 37 - e 0 38 - e 1 2 - e 1 39 - e 1 40 - e 2 3 - e 2 12 - e 2 41 - e 3 4 - e 3 7 - e 4 5 - e 5 6 - e 6 7 - e 7 8 - e 7 42 - e 8 9 - e 8 43 - e 8 44 - e 9 10 - e 9 45 - e 9 46 - e 10 11 - e 11 47 - e 11 48 - e 11 49 - e 12 13 - e 12 22 - e 13 14 - e 13 50 - e 13 51 - e 14 15 : e 14 21 : e 15 16 : e 15 52 - e 16 17 : e 16 53 - e 17 18 - e 17 20 : e 18 19 - e 19 54 - e 19 55 - e 19 56 - e 20 21 : e 20 57 - e 21 58 - e 22 23 - e 22 59 - e 22 60 - e 23 24 - e 23 34 - e 24 25 - e 24 61 - e 25 26 : e 25 32 : e 26 27 : e 26 62 - e 27 28 - e 27 30 : e 28 29 - e 29 63 - e 29 64 - e 29 65 - e 30 31 : e 30 66 - e 31 32 : e 31 67 - e 32 33 - e 33 34 - e 33 68 - e 34 35 =
3.226,v 0 C v 1 C v 2 O v 3 C v 4 O v 5 C v 6 C v 7 C v 8 N v 9 C v 10 S v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 O v 18 C v 19 C v 20 C v 21 O v 22 N v 23 C v 24 C v 25 C v 26 C v 27 C v 28 S v 29 C v 30 C v 31 C v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 35 - e 1 36 - e 2 3 - e 3 4 = e 3 5 - e 5 6 = e 5 23 - e 6 7 - e 6 8 - e 7 37 - e 7 38 - e 7 39 - e 8 9 = e 9 10 - e 9 22 - e 10 11 - e 10 40 - e 11 12 = e 11 20 - e 12 13 - e 12 41 - e 13 14 : e 13 19 : e 14 15 : e 14 42 - e 15 16 : e 15 43 - e 16 17 - e 16 18 : e 17 44 - e 18 19 : e 18 45 - e 19 46 - e 20 21 = e 20 22 - e 22 23 - e 22 47 - e 23 24 - e 23 48 - e 24 25 : e 24 31 : e 25 26 : e 25 49 - e 26 27 : e 26 50 - e 27 28 - e 27 30 : e 28 29 - e 29 51 - e 29 52 - e 29 53 - e 30 31 : e 30 54 - e 31 55 -
3.218,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 S v 7 O v 8 O v 9 N v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 O v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 O v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 : e 2 31 : e 3 4 : e 3 36 - e 4 5 : e 4 37 - e 5 6 - e 5 30 : e 6 7 = e 6 8 = e 6 9 - e 9 10 - e 9 38 - e 10 11 - e 10 18 - e 10 39 - e 11 12 - e 11 40 - e 11 41 - e 12 13 : e 12 17 : e 13 14 : e 13 42 - e 14 15 : e 14 43 - e 15 16 : e 15 44 - e 16 17 : e 16 45 - e 17 46 - e 18 19 = e 18 20 - e 20 21 - e 20 47 - e 21 22 - e 21 48 - e 21 49 - e 22 23 : e 22 27 : e 23 24 : e 23 50 - e 24 25 : e 24 51 - e 25 26 : e 25 52 - e 26 27 : e 26 53 - e 27 28 - e 28 29 - e 29 54 - e 29 55 - e 29 56 - e 30 31 : e 30 57 - e 31 32 - e 32 58 - e 32 59 - e 32 60 -
3.489,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 C v 10 O v 11 N v 12 N v 13 C v 14 C v 15 C v 16 C v 17 C v 18 Br v 19 C v 20 C v 21 S v 22 C v 23 O v 24 O v 25 C v 26 C v 27 H v 28 H v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H e 0 1 - e 0 27 - e 0 28 - e 0 29 - e 1 2 - e 1 3 - e 1 30 - e 2 31 - e 2 32 - e 2 33 - e 3 4 : e 3 26 : e 4 5 : e 4 34 - e 5 6 : e 5 35 - e 6 7 - e 6 25 : e 7 8 - e 7 21 - e 8 9 - e 8 36 - e 8 37 - e 9 10 = e 9 11 - e 11 12 - e 11 38 - e 12 13 = e 13 14 - e 13 39 - e 14 15 : e 14 20 : e 15 16 : e 15 40 - e 16 17 : e 16 41 - e 17 18 - e 17 19 : e 19 20 : e 19 42 - e 20 43 - e 21 22 - e 21 23 = e 21 24 = e 22 44 - e 22 45 - e 22 46 - e 25 26 : e 25 47 - e 26 48 -
3.337,v 0 C v 1 C v 2 C v 3 C v 4 N v 5 C v 6 O v 7 C v 8 C v 9 C v 10 O v 11 N v 12 C v 13 C v 14 O v 15 N v 16 C v 17 C v 18 C v 19 C v 20 C v 21 O v 22 C v 23 C v 24 C v 25 C v 26 Cl v 27 C v 28 Cl v 29 C v 30 N v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 : e 1 31 : e 2 3 : e 2 35 - e 3 4 - e 3 30 : e 4 5 - e 4 36 - e 5 6 = e 5 7 - e 7 8 - e 7 37 - e 7 38 - e 8 9 - e 8 39 - e 8 40 - e 9 10 = e 9 11 - e 11 12 - e 11 22 - e 12 13 - e 12 41 - e 12 42 - e 13 14 = e 13 15 - e 15 16 - e 15 43 - e 16 17 - e 16 44 - e 16 45 - e 17 18 - e 17 21 - e 17 46 - e 18 19 - e 18 47 - e 18 48 - e 19 20 - e 19 49 - e 19 50 - e 20 21 - e 20 51 - e 20 52 - e 22 23 : e 22 29 : e 23 24 : e 23 53 - e 24 25 : e 24 54 - e 25 26 - e 25 27 : e 27 28 - e 27 29 : e 29 55 - e 30 31 :
3.252,v 0 C v 1 C v 2 C v 3 N v 4 C v 5 O v 6 C v 7 S v 8 C v 9 N v 10 C v 11 C v 12 C v 13 C v 14 N v 15 C v 16 N v 17 C v 18 C v 19 O v 20 N v 21 C v 22 C v 23 C v 24 Cl v 25 C v 26 C v 27 C v 28 C v 29 C v 30 O v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H e 0 1 = e 0 31 - e 0 32 - e 1 2 - e 1 33 - e 2 3 - e 2 34 - e 2 35 - e 3 4 - e 3 29 - e 3 36 - e 4 5 = e 4 6 - e 6 7 : e 6 15 : e 7 8 : e 7 37 - e 8 9 - e 8 14 : e 9 10 - e 9 12 - e 10 11 - e 10 38 - e 10 39 - e 11 40 - e 11 41 - e 11 42 - e 12 13 - e 12 43 - e 12 44 - e 13 45 - e 13 46 - e 13 47 - e 14 15 : e 15 16 - e 16 17 - e 16 29 - e 16 48 - e 17 18 - e 17 49 - e 17 50 - e 18 19 = e 18 20 - e 20 21 - e 20 51 - e 21 22 : e 21 27 : e 22 23 : e 22 52 - e 23 24 - e 23 25 : e 25 26 : e 25 53 - e 26 27 : e 26 54 - e 27 28 - e 28 55 - e 28 56 - e 28 57 - e 29 30 =
3.229,v 0 O v 1 C v 2 C v 3 C v 4 C v 5 N v 6 C v 7 C v 8 C v 9 C v 10 C v 11 S v 12 C v 13 C v 14 C v 15 F v 16 F v 17 F v 18 N v 19 N v 20 N v 21 C v 22 C v 23 N v 24 C v 25 N v 26 C v 27 C v 28 C v 29 N v 30 C v 31 C v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H e 0 1 = e 1 2 - e 1 20 - e 2 3 - e 2 19 - e 3 4 - e 3 32 - e 4 5 : e 4 18 : e 5 6 : e 6 7 - e 6 12 : e 7 8 : e 7 11 : e 8 9 : e 8 33 - e 9 10 : e 9 34 - e 10 11 : e 10 35 - e 11 36 - e 12 13 : e 12 37 - e 13 14 - e 13 18 : e 14 15 - e 14 16 - e 14 17 - e 18 19 - e 20 21 - e 20 31 - e 21 22 - e 21 38 - e 21 39 - e 22 23 - e 22 40 - e 22 41 - e 23 24 - e 23 30 - e 24 25 : e 24 29 : e 25 26 : e 26 27 : e 26 42 - e 27 28 : e 27 43 - e 28 29 : e 28 44 - e 30 31 - e 30 45 - e 30 46 - e 31 47 - e 31 48 -
3.126,v 0 C v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 C v 8 N v 9 C v 10 O v 11 C v 12 C v 13 C v 14 C v 15 N v 16 C v 17 C v 18 N v 19 C v 20 C v 21 C v 22 C v 23 N v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 C v 34 C v 35 C v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H v 69 H v 70 H v 71 H v 72 H v 73 H v 74 H v 75 H v 76 H v 77 H v 78 H v 79 H v 80 H e 0 1 - e 0 36 - e 0 37 - e 0 38 - e 1 2 - e 1 39 - e 1 40 - e 2 3 - e 2 6 - e 3 4 - e 3 41 - e 3 42 - e 4 5 - e 4 43 - e 4 44 - e 5 6 - e 5 45 - e 5 46 - e 6 7 - e 6 47 - e 7 8 - e 7 48 - e 7 49 - e 8 9 - e 8 50 - e 9 10 = e 9 11 - e 11 12 - e 11 35 - e 11 51 - e 12 13 - e 12 52 - e 12 53 - e 13 14 - e 13 22 - e 13 54 - e 14 15 - e 14 55 - e 14 56 - e 15 16 - e 15 21 - e 16 17 - e 16 57 - e 16 58 - e 17 18 - e 17 59 - e 17 60 - e 18 19 - e 18 20 - e 19 61 - e 19 62 - e 19 63 - e 20 21 - e 20 64 - e 20 65 - e 21 66 - e 21 67 - e 22 23 - e 22 68 - e 22 69 - e 23 24 - e 23 35 - e 24 25 - e 24 70 - e 24 71 - e 25 26 : e 25 34 : e 26 27 : e 26 72 - e 27 28 : e 27 73 - e 28 29 : e 28 33 : e 29 30 : e 29 74 - e 30 31 : e 30 75 - e 31 32 : e 31 76 - e 32 33 : e 32 77 - e 33 34 : e 34 78 - e 35 79 - e 35 80 -
3.157,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 N v 6 O v 7 O v 8 C v 9 C v 10 C v 11 N v 12 C v 13 C v 14 C v 15 O v 16 O v 17 C v 18 C v 19 O v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 F v 29 F v 30 F v 31 C v 32 C v 33 O v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 2 3 : e 2 10 : e 3 4 : e 3 37 - e 4 5 - e 4 8 : e 5 6 = e 5 7 - e 8 9 : e 8 38 - e 9 10 : e 9 39 - e 10 11 - e 11 12 - e 11 32 - e 12 13 - e 12 40 - e 12 41 - e 13 14 - e 13 31 - e 13 42 - e 14 15 = e 14 16 - e 16 17 - e 17 18 - e 17 43 - e 17 44 - e 18 19 = e 18 20 - e 20 21 - e 20 45 - e 21 22 : e 21 26 : e 22 23 : e 22 46 - e 23 24 : e 23 47 - e 24 25 : e 24 48 - e 25 26 : e 25 49 - e 26 27 - e 27 28 - e 27 29 - e 27 30 - e 31 32 - e 31 50 - e 31 51 - e 32 33 =
3.025,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 S v 7 C v 8 C v 9 O v 10 N v 11 C v 12 C v 13 C v 14 C v 15 S v 16 O v 17 O v 18 N v 19 C v 20 N v 21 C v 22 C v 23 C v 24 N v 25 C v 26 C v 27 C v 28 C v 29 O v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H e 0 1 - e 0 31 - e 0 32 - e 0 33 - e 1 2 - e 2 3 : e 2 28 : e 3 4 : e 3 34 - e 4 5 : e 4 35 - e 5 6 - e 5 27 : e 6 7 - e 7 8 - e 7 36 - e 7 37 - e 8 9 = e 8 10 - e 10 11 - e 10 38 - e 11 12 : e 11 26 : e 12 13 : e 12 39 - e 13 14 : e 13 40 - e 14 15 - e 14 25 : e 15 16 = e 15 17 = e 15 18 - e 18 19 - e 18 41 - e 19 20 : e 19 24 : e 20 21 : e 21 22 : e 21 42 - e 22 23 : e 22 43 - e 23 24 : e 23 44 - e 25 26 : e 25 45 - e 26 46 - e 27 28 : e 27 47 - e 28 29 - e 29 30 - e 30 48 - e 30 49 - e 30 50 -
3.284,v 0 C v 1 N v 2 C v 3 O v 4 C v 5 C v 6 N v 7 C v 8 N v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 O v 17 C v 18 O v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 N v 32 N v 33 C v 34 C v 35 O v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 36 - e 0 37 - e 0 38 - e 1 2 - e 1 34 - e 1 39 - e 2 3 = e 2 4 - e 4 5 - e 4 31 - e 5 6 - e 5 32 - e 6 7 - e 7 8 - e 7 31 - e 8 9 - e 8 19 - e 8 40 - e 9 10 - e 9 41 - e 9 42 - e 10 11 : e 10 15 : e 11 12 : e 11 43 - e 12 13 : e 12 44 - e 13 14 : e 13 18 - e 14 15 : e 14 16 - e 15 45 - e 16 17 - e 17 18 - e 17 46 - e 17 47 - e 19 20 - e 19 30 - e 20 21 : e 20 29 : e 21 22 : e 21 48 - e 22 23 : e 22 49 - e 23 24 : e 23 28 : e 24 25 : e 24 50 - e 25 26 : e 25 51 - e 26 27 : e 26 52 - e 27 28 : e 27 53 - e 28 29 : e 29 54 - e 30 31 - e 30 55 - e 32 33 - e 32 34 - e 32 56 - e 33 57 - e 33 58 - e 33 59 - e 34 35 =
3.396,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 N v 7 C v 8 C v 9 C v 10 N v 11 N v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 N v 19 C v 20 O v 21 C v 22 C v 23 C v 24 C v 25 N v 26 C v 27 N v 28 C v 29 C v 30 C v 31 C v 32 C v 33 F v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 2 3 : e 2 32 : e 3 4 : e 3 37 - e 4 5 - e 4 30 : e 5 6 - e 5 38 - e 5 39 - e 6 7 - e 6 29 - e 7 8 - e 7 40 - e 7 41 - e 8 9 - e 8 42 - e 8 43 - e 9 10 - e 9 27 - e 10 11 - e 11 12 - e 12 13 - e 12 27 - e 13 14 - e 13 18 - e 13 44 - e 14 15 - e 14 45 - e 14 46 - e 15 16 - e 15 17 - e 15 47 - e 16 48 - e 16 49 - e 16 50 - e 17 51 - e 17 52 - e 17 53 - e 18 19 - e 18 54 - e 19 20 = e 19 21 - e 21 22 : e 21 26 : e 22 23 : e 22 55 - e 23 24 : e 23 56 - e 24 25 : e 24 57 - e 25 26 : e 26 58 - e 27 28 - e 27 59 - e 28 29 - e 28 60 - e 28 61 - e 29 62 - e 29 63 - e 30 31 : e 30 64 - e 31 32 : e 31 65 - e 32 33 -
3.282,v 0 C v 1 O v 2 C v 3 O v 4 C v 5 C v 6 C v 7 C v 8 C v 9 C v 10 C v 11 C v 12 C v 13 S v 14 C v 15 O v 16 N v 17 C v 18 C v 19 O v 20 N v 21 C v 22 C v 23 O v 24 C v 25 C v 26 C v 27 O v 28 O v 29 C v 30 C v 31 C v 32 Cl v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 = e 2 4 - e 4 5 : e 4 31 : e 5 6 : e 5 36 - e 6 7 - e 6 29 : e 7 8 : e 7 28 : e 8 9 : e 8 37 - e 9 10 : e 9 38 - e 10 11 - e 10 28 : e 11 12 = e 11 39 - e 12 13 : e 12 26 : e 13 14 : e 14 15 = e 14 16 : e 16 17 - e 16 26 : e 17 18 - e 17 40 - e 17 41 - e 18 19 = e 18 20 - e 20 21 - e 20 25 - e 21 22 - e 21 42 - e 21 43 - e 22 23 - e 22 44 - e 22 45 - e 23 24 - e 24 25 - e 24 46 - e 24 47 - e 25 48 - e 25 49 - e 26 27 = e 29 30 : e 29 50 - e 30 31 : e 30 51 - e 31 32 -
3.018,v 0 C v 1 N v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 N v 10 C v 11 O v 12 C v 13 O v 14 N v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 O v 23 C v 24 O v 25 N v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 C v 34 C v 35 C v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H e 0 1 - e 0 36 - e 0 37 - e 0 38 - e 1 2 - e 1 3 - e 2 39 - e 2 40 - e 2 41 - e 3 4 : e 3 35 : e 4 5 : e 4 42 - e 5 6 : e 5 43 - e 6 7 - e 6 34 : e 7 8 - e 7 25 - e 7 44 - e 8 9 - e 8 45 - e 8 46 - e 9 10 - e 9 47 - e 10 11 = e 10 12 - e 12 13 = e 12 14 - e 14 15 - e 14 48 - e 15 16 - e 15 49 - e 15 50 - e 16 17 : e 16 21 : e 17 18 : e 17 51 - e 18 19 : e 18 52 - e 19 20 : e 19 24 - e 20 21 : e 20 22 - e 21 53 - e 22 23 - e 23 24 - e 23 54 - e 23 55 - e 25 26 - e 25 33 - e 26 27 - e 26 56 - e 26 57 - e 27 28 - e 27 58 - e 27 59 - e 28 29 : e 28 33 : e 29 30 : e 29 60 - e 30 31 : e 30 61 - e 31 32 : e 31 62 - e 32 33 : e 32 63 - e 34 35 : e 34 64 - e 35 65 -
3.271,v 0 C v 1 C v 2 C v 3 S v 4 C v 5 N v 6 N v 7 C v 8 N v 9 C v 10 O v 11 C v 12 C v 13 N v 14 C v 15 C v 16 C v 17 C v 18 O v 19 C v 20 C v 21 Cl v 22 C v 23 S v 24 C v 25 O v 26 O v 27 S v 28 H v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H e 0 1 = e 0 28 - e 0 29 - e 1 2 - e 1 30 - e 2 3 - e 2 31 - e 2 32 - e 3 4 - e 4 5 : e 4 27 : e 5 6 : e 6 7 : e 7 8 - e 7 27 : e 8 9 - e 8 33 - e 9 10 = e 9 11 - e 11 12 - e 11 13 - e 11 34 - e 12 35 - e 12 36 - e 12 37 - e 13 14 - e 13 23 - e 14 15 : e 14 22 : e 15 16 : e 15 38 - e 16 17 : e 16 39 - e 17 18 - e 17 20 : e 18 19 - e 19 40 - e 19 41 - e 19 42 - e 20 21 - e 20 22 : e 22 43 - e 23 24 - e 23 25 = e 23 26 = e 24 44 - e 24 45 - e 24 46 - e 27 47 -
3.022,v 0 C v 1 C v 2 N v 3 C v 4 O v 5 C v 6 C v 7 C v 8 N v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 O v 16 C v 17 C v 18 C v 19 O v 20 C v 21 N v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 S v 31 C v 32 O v 33 O v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 1 37 - e 1 38 - e 2 3 - e 2 39 - e 3 4 = e 3 5 - e 5 6 - e 5 8 - e 5 40 - e 6 7 - e 6 41 - e 6 42 - e 7 43 - e 7 44 - e 7 45 - e 8 9 - e 8 18 - e 9 10 - e 9 46 - e 9 47 - e 10 11 : e 10 17 : e 11 12 : e 11 48 - e 12 13 : e 12 49 - e 13 14 : e 13 50 - e 14 15 - e 14 17 : e 15 16 - e 16 51 - e 16 52 - e 16 53 - e 17 54 - e 18 19 = e 18 20 - e 20 21 - e 20 55 - e 20 56 - e 21 22 - e 21 30 - e 22 23 : e 22 29 : e 23 24 : e 23 57 - e 24 25 - e 24 26 : e 25 58 - e 25 59 - e 25 60 - e 26 27 : e 26 61 - e 27 28 - e 27 29 : e 28 62 - e 28 63 - e 28 64 - e 29 65 - e 30 31 - e 30 32 = e 30 33 = e 31 66 - e 31 67 - e 31 68 -
